id,text,label_level1,label_level2,label_level3,text_length,intent_complexity,sample_type,keywords,confidence_score
1047,"我对临时额度很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","信用卡服务","临时额度","中等文本","简单","medium","临时额度, 额度, 办理, 流程",0.85
1048,"请问密码找回和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","密码管理","密码找回","中等文本","中等","medium","密码找回, 密码",0.93
1049,"我对港股通很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","股票投资","港股通","中等文本","简单","medium","港股通, 办理, 流程",0.82
1050,"请问税费缴纳和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","支付缴费","税费缴纳","中等文本","简单","medium","税费缴纳",0.92
1051,"我对产品说明书很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","信息披露","产品说明书","中等文本","简单","medium","产品说明书, 办理, 流程",0.98
1052,"请问美股交易和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","美股交易","中等文本","中等","medium","美股交易",0.98
1053,"基金赎回需要什么条件","投资理财","基金投资","基金赎回","短文本","简单","short","基金赎回, 基金, 条件",0.82
1054,"信息披露查询需要什么条件","风险合规","信息披露","信息披露查询","短文本","简单","short","信息披露查询, 查询, 条件",0.97
1055,"请问健康保险怎么操作","投资理财","保险规划","健康保险","短文本","简单","short","健康保险, 保险",0.84
1056,"我给朋友转钱，他也是你们银行的，请问转账要手续费吗？即时到账吗","交易服务","转账汇款","行内转账","中等文本","中等","medium","行内转账, 转账, 手续费",0.98
1057,"低风险产品的具体流程是什么","产品咨询","产品推荐","低风险产品","短文本","简单","short","低风险产品, 风险, 流程",0.91
1058,"手机话费怎么充值","交易服务","支付缴费","手机充值","短文本","简单","short","手机充值",0.82
1059,"大额存单需要什么条件","投资理财","理财产品","大额存单","短文本","简单","short","大额存单, 条件",0.87
1060,"请问股票查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","股票查询","中等文本","中等","medium","股票查询, 股票, 查询",0.95
1061,"资产配置建议需要什么条件","投资理财","资产配置","资产配置建议","短文本","简单","short","资产配置建议, 条件",0.81
1062,"抵押贷需要什么条件","信贷服务","个人贷款","抵押贷","短文本","简单","short","抵押贷, 条件",0.86
1063,"贷款计算需要什么条件","信贷服务","个人贷款","贷款计算","短文本","简单","short","贷款计算, 贷款, 条件",0.91
1064,"请问信用贷怎么操作","信贷服务","个人贷款","信用贷","短文本","简单","short","信用贷",0.92
1065,"我对基金转换很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","基金投资","基金转换","中等文本","简单","medium","基金转换, 基金, 办理, 流程",0.86
1066,"请问收益率对比怎么操作","产品咨询","产品对比","收益率对比","短文本","简单","short","收益率对比, 收益",0.99
1067,"我想了解复利计算的相关信息","产品咨询","收益计算","复利计算","短文本","简单","short","复利计算",0.87
1068,"管理费需要什么条件","产品咨询","费用说明","管理费","短文本","简单","short","管理费, 条件",0.86
1069,"复利计算的具体流程是什么","产品咨询","收益计算","复利计算","短文本","简单","short","复利计算, 流程",0.89
1070,"请问定期调整和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","资产配置","定期调整","中等文本","简单","medium","定期调整",0.85
1071,"风险测评的具体流程是什么","风险合规","风险评估","风险测评","短文本","简单","short","风险测评, 风险, 流程",0.81
1072,"我对交易明细很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","交易查询","交易明细","中等文本","简单","medium","交易明细, 办理, 流程",0.89
1073,"我对定期调整很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","资产配置","定期调整","中等文本","中等","medium","定期调整, 办理, 流程",0.81
1074,"实际收益的具体流程是什么","产品咨询","收益计算","实际收益","短文本","简单","short","实际收益, 收益, 流程",0.89
1075,"我对历史收益查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","收益计算","历史收益查询","中等文本","简单","medium","历史收益查询, 收益, 查询, 办理, 流程",0.83
1076,"人寿保险需要什么条件","投资理财","保险规划","人寿保险","短文本","简单","short","人寿保险, 保险, 条件",0.82
1077,"密码重置的具体流程是什么","账户服务","密码管理","密码重置","短文本","简单","short","密码重置, 密码, 流程",0.93
1078,"请问流动资金贷款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","企业贷款","流动资金贷款","中等文本","中等","medium","流动资金贷款, 贷款",0.85
1079,"请问车险和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","保险规划","车险","中等文本","简单","medium","车险",0.86
1080,"信用卡激活要收费吗","信贷服务","信用卡服务","信用卡激活","短文本","简单","short","信用卡激活, 信用卡",0.87
1081,"我想了解电子回单的相关信息","交易服务","交易查询","电子回单","短文本","简单","short","电子回单",0.98
1082,"开放式基金有哪些","投资理财","基金投资","开放式基金","短文本","简单","short","开放式基金, 基金",0.84
1083,"登录密码有什么要求","账户服务","密码管理","登录密码","短文本","简单","short","登录密码, 密码",0.96
1084,"行内转账要手续费吗","交易服务","转账汇款","行内转账","短文本","简单","short","行内转账, 转账, 手续费",0.91
1085,"请问贸易融资怎么操作","信贷服务","企业贷款","贸易融资","短文本","简单","short","贸易融资",0.97
1086,"请问预约转账和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","转账汇款","预约转账","中等文本","简单","medium","预约转账, 转账",0.89
1087,"结构性存款的具体流程是什么","投资理财","理财产品","结构性存款","短文本","简单","short","结构性存款, 存款, 流程",0.93
1088,"额度查询需要什么条件","信贷服务","额度管理","额度查询","短文本","简单","short","额度查询, 额度, 查询, 条件",0.94
1089,"我对复利计算很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","收益计算","复利计算","中等文本","中等","medium","复利计算, 办理, 流程",0.93
1090,"我想了解车险的相关信息","投资理财","保险规划","车险","短文本","简单","short","车险",0.83
1091,"授信管理的具体流程是什么","信贷服务","额度管理","授信管理","短文本","简单","short","授信管理, 流程",0.99
1092,"我想了解权限冻结的相关信息","账户服务","权限设置","权限冻结","短文本","简单","short","权限冻结",0.90
1093,"请问A股交易怎么操作","投资理财","股票投资","A股交易","短文本","简单","short","A股交易",0.83
1094,"我对风险测评很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","风险评估","风险测评","中等文本","简单","medium","风险测评, 风险, 办理, 流程",0.87
1095,"请问持仓分析怎么操作","投资理财","股票投资","持仓分析","短文本","简单","short","持仓分析",0.89
1096,"授信管理需要什么条件","信贷服务","额度管理","授信管理","短文本","简单","short","授信管理, 条件",0.88
1097,"我想了解进取型产品的相关信息","产品咨询","产品推荐","进取型产品","短文本","简单","short","进取型产品",0.95
1098,"充值没到账怎么办","交易服务","支付缴费","手机充值","短文本","简单","short","手机充值",0.89
1099,"定期调整需要什么条件","投资理财","资产配置","定期调整","短文本","简单","short","定期调整, 条件",0.91
1100,"我对投资组合很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","资产配置","投资组合","中等文本","中等","medium","投资组合, 办理, 流程",0.98
1101,"怎么行内转账","交易服务","转账汇款","行内转账","短文本","简单","short","行内转账, 转账",0.93
1102,"请问新股申购怎么操作","投资理财","股票投资","新股申购","短文本","简单","short","新股申购",0.85
1103,"保险理赔的具体流程是什么","投资理财","保险规划","保险理赔","短文本","简单","short","保险理赔, 保险, 流程",0.95
1104,"结构性存款需要什么条件","投资理财","理财产品","结构性存款","短文本","简单","short","结构性存款, 存款, 条件",1.00
1105,"请问办卡申请怎么操作","信贷服务","信用卡服务","办卡申请","短文本","简单","short","办卡申请, 申请",0.81
1106,"请问自动缴费怎么操作","交易服务","代扣代缴","自动缴费","短文本","简单","short","自动缴费, 缴费",0.93
1107,"信用贷需要什么条件","信贷服务","个人贷款","信用贷","短文本","简单","short","信用贷, 条件",0.81
1108,"意外险的具体流程是什么","投资理财","保险规划","意外险","短文本","简单","short","意外险, 流程",0.93
1109,"请问支付密码怎么操作","账户服务","密码管理","支付密码","短文本","简单","short","支付密码, 密码",0.81
1110,"我想了解权限冻结的相关信息","账户服务","权限设置","权限冻结","短文本","简单","short","权限冻结",0.83
1111,"我对港股通很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","股票投资","港股通","中等文本","中等","medium","港股通, 办理, 流程",0.97
1112,"股票查询需要什么条件","投资理财","股票投资","股票查询","短文本","简单","short","股票查询, 股票, 查询, 条件",0.85
1113,"请问权限冻结和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","权限设置","权限冻结","中等文本","中等","medium","权限冻结",0.95
1114,"我对账户注销很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","开户注销","账户注销","中等文本","中等","medium","账户注销, 办理, 流程",0.85
1115,"请问临时额度和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","信用卡服务","临时额度","中等文本","中等","medium","临时额度, 额度",0.82
1116,"我想了解风险测评的相关信息","风险合规","风险评估","风险测评","短文本","简单","short","风险测评, 风险",0.80
1117,"请问风险等级怎么操作","风险合规","风险评估","风险等级","短文本","简单","short","风险等级, 风险",0.81
1118,"跨境汇款的具体流程是什么","交易服务","转账汇款","跨境汇款","短文本","简单","short","跨境汇款, 流程",0.86
1119,"短信验证需要什么条件","账户服务","安全验证","短信验证","短文本","简单","short","短信验证, 条件",0.95
1120,"请问产品优缺点和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","产品对比","产品优缺点","中等文本","中等","medium","产品优缺点",0.95
1121,"大额交易需要申报吗","风险合规","合规咨询","反洗钱","短文本","简单","short","反洗钱",0.86
1122,"请问货币基金怎么操作","投资理财","基金投资","货币基金","短文本","简单","short","货币基金, 基金",0.98
1123,"请问美股交易怎么操作","投资理财","股票投资","美股交易","短文本","简单","short","美股交易",0.97
1124,"请问预期收益型怎么操作","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益",0.99
1125,"我想了解货币基金的相关信息","投资理财","基金投资","货币基金","短文本","简单","short","货币基金, 基金",0.92
1126,"我想了解贷款审批的相关信息","信贷服务","企业贷款","贷款审批","短文本","简单","short","贷款审批, 贷款",0.85
1127,"请问风险测评和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","风险评估","风险测评","中等文本","简单","medium","风险测评, 风险",0.89
1128,"请问低风险产品怎么操作","产品咨询","产品推荐","低风险产品","短文本","简单","short","低风险产品, 风险",0.90
1129,"我对历史收益查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","收益计算","历史收益查询","中等文本","中等","medium","历史收益查询, 收益, 查询, 办理, 流程",0.90
1130,"我的信用卡额度是1万，用了半年了，每次都按时还款，请问能提升到多少额度？需要什么条件","信贷服务","信用卡服务","额度提升","中等文本","中等","medium","额度提升, 额度, 信用卡, 条件",0.93
1131,"交易权限需要什么条件","账户服务","权限设置","交易权限","短文本","简单","short","交易权限, 条件",0.99
1132,"请问临时额度和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","信用卡服务","临时额度","中等文本","中等","medium","临时额度, 额度",0.98
1133,"请问大额存单怎么操作","投资理财","理财产品","大额存单","短文本","简单","short","大额存单",0.97
1134,"请问货币基金和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","基金投资","货币基金","中等文本","简单","medium","货币基金, 基金",0.81
1135,"自动缴费需要什么条件","交易服务","代扣代缴","自动缴费","短文本","简单","short","自动缴费, 缴费, 条件",0.88
1136,"请问授信管理怎么操作","信贷服务","额度管理","授信管理","短文本","简单","short","授信管理",0.89
1137,"请问大额存单怎么操作","投资理财","理财产品","大额存单","短文本","简单","short","大额存单",0.87
1138,"美股交易的具体流程是什么","投资理财","股票投资","美股交易","短文本","简单","short","美股交易, 流程",0.82
1139,"手续费的具体流程是什么","产品咨询","费用说明","手续费","短文本","简单","short","手续费, 流程",0.84
1140,"贸易融资的具体流程是什么","信贷服务","企业贷款","贸易融资","短文本","简单","short","贸易融资, 流程",0.91
1141,"请问固定资产贷款怎么操作","信贷服务","企业贷款","固定资产贷款","短文本","简单","short","固定资产贷款, 贷款",0.92
1142,"信用卡激活期限是多久","信贷服务","信用卡服务","信用卡激活","短文本","简单","short","信用卡激活, 信用卡",0.92
1143,"我对担保方式很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","额度管理","担保方式","中等文本","简单","medium","担保方式, 办理, 流程",0.88
1144,"跨境汇款需要什么条件","交易服务","转账汇款","跨境汇款","短文本","简单","short","跨境汇款, 条件",0.98
1145,"请问风险提示书怎么操作","风险合规","信息披露","风险提示书","短文本","简单","short","风险提示书, 风险",0.96
1146,"请问持仓分析和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","持仓分析","中等文本","简单","medium","持仓分析",0.82
1147,"投资组合的具体流程是什么","投资理财","资产配置","投资组合","短文本","简单","short","投资组合, 流程",0.98
1148,"怎么交水电费","交易服务","支付缴费","水电煤缴费","短文本","简单","short","水电煤缴费",0.86
1149,"信用贷需要什么条件","信贷服务","个人贷款","信用贷","短文本","简单","short","信用贷, 条件",0.82
1150,"我想在你们银行开个人账户，请问需要带什么证件？开户需要多长时间？","账户服务","开户注销","个人开户","中等文本","中等","medium","个人开户, 开户",0.97
1151,"我的风险评估结果是稳健型，请问可以买哪些理财产品？能不能买R3风险等级的产品","投资理财","资产配置","风险评估","中等文本","简单","medium","风险评估, 风险, 理财",0.97
1152,"风险评估有效期多久","投资理财","资产配置","风险评估","短文本","简单","short","风险评估, 风险",1.00
1153,"请问贷款审批怎么操作","信贷服务","企业贷款","贷款审批","短文本","简单","short","贷款审批, 贷款",0.95
1154,"跨行转账手续费怎么收","交易服务","转账汇款","跨行转账","短文本","简单","short","跨行转账, 转账, 手续费",0.84
1155,"我想了解交易明细的相关信息","交易服务","交易查询","交易明细","短文本","简单","short","交易明细",0.84
1156,"请问新股申购怎么操作","投资理财","股票投资","新股申购","短文本","简单","short","新股申购",0.83
1157,"请问投资组合和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","资产配置","投资组合","中等文本","中等","medium","投资组合",0.97
1158,"我想了解A股交易的相关信息","投资理财","股票投资","A股交易","短文本","简单","short","A股交易",0.85
1159,"人寿保险需要什么条件","投资理财","保险规划","人寿保险","短文本","简单","short","人寿保险, 保险, 条件",0.89
1160,"什么是指数基金","投资理财","基金投资","指数基金","短文本","简单","short","指数基金, 基金",0.85
1161,"税费缴纳需要什么条件","交易服务","支付缴费","税费缴纳","短文本","简单","short","税费缴纳, 条件",0.94
1162,"我对健康保险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","保险规划","健康保险","中等文本","简单","medium","健康保险, 保险, 办理, 流程",0.84
1163,"基金转换的具体流程是什么","投资理财","基金投资","基金转换","短文本","简单","short","基金转换, 基金, 流程",0.81
1164,"经营贷的具体流程是什么","信贷服务","个人贷款","经营贷","短文本","简单","short","经营贷, 流程",0.92
1165,"请问信息披露查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","信息披露","信息披露查询","中等文本","中等","medium","信息披露查询, 查询",0.85
1166,"我想了解风险提示的相关信息","风险合规","风险评估","风险提示","短文本","简单","short","风险提示, 风险",0.98
1167,"支付密码的具体流程是什么","账户服务","密码管理","支付密码","短文本","简单","short","支付密码, 密码, 流程",0.94
1168,"管理费需要什么条件","产品咨询","费用说明","管理费","短文本","简单","short","管理费, 条件",0.95
1169,"我想了解临时额度的相关信息","信贷服务","信用卡服务","临时额度","短文本","简单","short","临时额度, 额度",0.97
1170,"我对基金赎回很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","基金投资","基金赎回","中等文本","中等","medium","基金赎回, 基金, 办理, 流程",0.91
1171,"我想了解贷款审批的相关信息","信贷服务","企业贷款","贷款审批","短文本","简单","short","贷款审批, 贷款",0.85
1172,"手续费的具体流程是什么","产品咨询","费用说明","手续费","短文本","简单","short","手续费, 流程",0.87
1173,"风险等级对比的具体流程是什么","产品咨询","产品对比","风险等级对比","短文本","简单","short","风险等级对比, 风险, 流程",0.85
1174,"货币基金需要什么条件","投资理财","基金投资","货币基金","短文本","简单","short","货币基金, 基金, 条件",0.95
1175,"请问额度调整怎么操作","信贷服务","额度管理","额度调整","短文本","简单","short","额度调整, 额度",0.93
1176,"费用对比的具体流程是什么","产品咨询","产品对比","费用对比","短文本","简单","short","费用对比, 流程",0.85
1177,"我对额度查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","额度管理","额度查询","中等文本","中等","medium","额度查询, 额度, 查询, 办理, 流程",0.89
1178,"我对预期收益很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","收益计算","预期收益","中等文本","简单","medium","预期收益, 收益, 办理, 流程",0.95
1179,"我想了解流动资金贷款的相关信息","信贷服务","企业贷款","流动资金贷款","短文本","简单","short","流动资金贷款, 贷款",0.85
1180,"电子回单的具体流程是什么","交易服务","交易查询","电子回单","短文本","简单","short","电子回单, 流程",0.86
1181,"请问支付密码怎么操作","账户服务","密码管理","支付密码","短文本","简单","short","支付密码, 密码",0.96
1182,"请问净值型理财怎么操作","投资理财","理财产品","净值型理财","短文本","简单","short","净值型理财, 理财",0.99
1183,"基金赎回的具体流程是什么","投资理财","基金投资","基金赎回","短文本","简单","short","基金赎回, 基金, 流程",0.88
1184,"收到信用卡后要做什么","信贷服务","信用卡服务","信用卡激活","短文本","简单","short","信用卡激活, 信用卡",0.90
1185,"我对新股申购很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","股票投资","新股申购","中等文本","中等","medium","新股申购, 办理, 流程",0.83
1186,"办卡申请的具体流程是什么","信贷服务","信用卡服务","办卡申请","短文本","简单","short","办卡申请, 申请, 流程",0.96
1187,"请问稳健型产品怎么操作","产品咨询","产品推荐","稳健型产品","短文本","简单","short","稳健型产品",0.95
1188,"额度调整的具体流程是什么","信贷服务","额度管理","额度调整","短文本","简单","short","额度调整, 额度, 流程",0.87
1189,"身份识别的具体流程是什么","风险合规","合规咨询","身份识别","短文本","简单","short","身份识别, 流程",0.97
1190,"结构性存款的具体流程是什么","投资理财","理财产品","结构性存款","短文本","简单","short","结构性存款, 存款, 流程",0.92
1191,"我想了解港股通的相关信息","投资理财","股票投资","港股通","短文本","简单","short","港股通",0.86
1192,"请问经营贷怎么操作","信贷服务","个人贷款","经营贷","短文本","简单","short","经营贷",0.96
1193,"请问电子回单怎么操作","交易服务","交易查询","电子回单","短文本","简单","short","电子回单",0.94
1194,"我想了解基金转换的相关信息","投资理财","基金投资","基金转换","短文本","简单","short","基金转换, 基金",0.98
1195,"银行理财的具体流程是什么","投资理财","理财产品","银行理财","短文本","简单","short","银行理财, 理财, 流程",0.85
1196,"我想了解合规要求的相关信息","风险合规","合规咨询","合规要求","短文本","简单","short","合规要求",0.85
1197,"我的信用卡额度是1万，用了半年了，每次都按时还款，请问能提升到多少额度？需要什么条件","信贷服务","信用卡服务","额度提升","中等文本","简单","medium","额度提升, 额度, 信用卡, 条件",0.87
1198,"我对代扣查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","代扣代缴","代扣查询","中等文本","简单","medium","代扣查询, 查询, 办理, 流程",0.87
1199,"授信管理的具体流程是什么","信贷服务","额度管理","授信管理","短文本","简单","short","授信管理, 流程",0.92
1200,"请问风险测评怎么操作","风险合规","风险评估","风险测评","短文本","简单","short","风险测评, 风险",0.82
1201,"实时转账需要什么条件","交易服务","转账汇款","实时转账","短文本","简单","short","实时转账, 转账, 条件",0.98
1202,"请问监管政策怎么操作","风险合规","合规咨询","监管政策","短文本","简单","short","监管政策",1.00
1203,"请问税费缴纳和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","支付缴费","税费缴纳","中等文本","中等","medium","税费缴纳",0.98
1204,"请问A股交易怎么操作","投资理财","股票投资","A股交易","短文本","简单","short","A股交易",0.96
1205,"请问对账单和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","交易查询","对账单","中等文本","中等","medium","对账单",0.95
1206,"我对账单分期很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","信用卡服务","账单分期","中等文本","中等","medium","账单分期, 办理, 流程",0.87
1207,"我想了解对账单的相关信息","交易服务","交易查询","对账单","短文本","简单","short","对账单",0.85
1208,"登录密码忘了怎么办","账户服务","密码管理","登录密码","短文本","简单","short","登录密码, 密码",0.97
1209,"请问资产配置建议怎么操作","投资理财","资产配置","资产配置建议","短文本","简单","short","资产配置建议",0.87
1210,"我想了解身份识别的相关信息","风险合规","合规咨询","身份识别","短文本","简单","short","身份识别",0.91
1211,"我想装修房子需要30万，请问消费贷的申请流程是什么？需要提供哪些材料？大概多久能批下来","信贷服务","个人贷款","消费贷","中等文本","简单","medium","消费贷, 申请, 流程, 材料",0.98
1212,"风险评估怎么做","投资理财","资产配置","风险评估","短文本","简单","short","风险评估, 风险",0.82
1213,"请问经营贷和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","个人贷款","经营贷","中等文本","简单","medium","经营贷",0.83
1214,"预约转账的具体流程是什么","交易服务","转账汇款","预约转账","短文本","简单","short","预约转账, 转账, 流程",0.98
1215,"请问新股申购和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","新股申购","中等文本","中等","medium","新股申购",0.91
1216,"我想了解人寿保险的相关信息","投资理财","保险规划","人寿保险","短文本","简单","short","人寿保险, 保险",0.84
1217,"我想了解大额存单的相关信息","投资理财","理财产品","大额存单","短文本","简单","short","大额存单",0.81
1218,"担保方式的具体流程是什么","信贷服务","额度管理","担保方式","短文本","简单","short","担保方式, 流程",0.92
1219,"请问基金转换怎么操作","投资理财","基金投资","基金转换","短文本","简单","short","基金转换, 基金",0.93
1220,"我对实时转账很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","转账汇款","实时转账","中等文本","简单","medium","实时转账, 转账, 办理, 流程",0.86
1221,"我想了解预期收益型的相关信息","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益",0.97
1222,"承受能力的具体流程是什么","风险合规","风险评估","承受能力","短文本","简单","short","承受能力, 流程",0.98
1223,"港股通需要什么条件","投资理财","股票投资","港股通","短文本","简单","short","港股通, 条件",0.93
1224,"信用卡提额被拒怎么办","信贷服务","信用卡服务","额度提升","短文本","简单","short","额度提升, 信用卡",0.87
1225,"请问额度调整和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","额度管理","额度调整","中等文本","中等","medium","额度调整, 额度",1.00
1226,"我想了解意外险的相关信息","投资理财","保险规划","意外险","短文本","简单","short","意外险",0.98
1227,"请问交易记录怎么操作","交易服务","交易查询","交易记录","短文本","简单","short","交易记录",0.98
1228,"我对费用对比很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品对比","费用对比","中等文本","中等","medium","费用对比, 办理, 流程",0.87
1229,"请问人寿保险怎么操作","投资理财","保险规划","人寿保险","短文本","简单","short","人寿保险, 保险",0.81
1230,"请问交易记录怎么操作","交易服务","交易查询","交易记录","短文本","简单","short","交易记录",1.00
1231,"我对车险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","保险规划","车险","中等文本","中等","medium","车险, 办理, 流程",0.81
1232,"怎么设置自动缴费","交易服务","支付缴费","水电煤缴费","短文本","简单","short","水电煤缴费, 缴费",0.87
1233,"请问监管政策怎么操作","风险合规","合规咨询","监管政策","短文本","简单","short","监管政策",0.87
1234,"请问预期收益型怎么操作","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益",0.82
1235,"车险的具体流程是什么","投资理财","保险规划","车险","短文本","简单","short","车险, 流程",0.83
1236,"基金赎回的具体流程是什么","投资理财","基金投资","基金赎回","短文本","简单","short","基金赎回, 基金, 流程",0.84
1237,"请问预期收益怎么操作","产品咨询","收益计算","预期收益","短文本","简单","short","预期收益, 收益",0.97
1238,"请问基金转换和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","基金投资","基金转换","中等文本","中等","medium","基金转换, 基金",0.85
1239,"请问基金转换怎么操作","投资理财","基金投资","基金转换","短文本","简单","short","基金转换, 基金",0.81
1240,"贷款计算需要什么条件","信贷服务","个人贷款","贷款计算","短文本","简单","short","贷款计算, 贷款, 条件",0.81
1241,"我对美股交易很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","股票投资","美股交易","中等文本","中等","medium","美股交易, 办理, 流程",0.82
1242,"我想了解基金赎回的相关信息","投资理财","基金投资","基金赎回","短文本","简单","short","基金赎回, 基金",0.84
1243,"委托授权的具体流程是什么","账户服务","权限设置","委托授权","短文本","简单","short","委托授权, 流程",0.91
1244,"历史收益查询需要什么条件","产品咨询","收益计算","历史收益查询","短文本","简单","short","历史收益查询, 收益, 查询, 条件",0.98
1245,"贷款审批的具体流程是什么","信贷服务","企业贷款","贷款审批","短文本","简单","short","贷款审批, 贷款, 流程",0.90
1246,"费用对比需要什么条件","产品咨询","产品对比","费用对比","短文本","简单","short","费用对比, 条件",0.98
1247,"请问健康保险怎么操作","投资理财","保险规划","健康保险","短文本","简单","short","健康保险, 保险",0.95
1248,"我对热门产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品推荐","热门产品","中等文本","简单","medium","热门产品, 办理, 流程",0.96
1249,"请问委托授权怎么操作","账户服务","权限设置","委托授权","短文本","简单","short","委托授权",0.92
1250,"密码找回的具体流程是什么","账户服务","密码管理","密码找回","短文本","简单","short","密码找回, 密码, 流程",0.99
1251,"请问保险理赔怎么操作","投资理财","保险规划","保险理赔","短文本","简单","short","保险理赔, 保险",0.95
1252,"我想了解大额存单的相关信息","投资理财","理财产品","大额存单","短文本","简单","short","大额存单",0.98
1253,"我想了解盾卡管理的相关信息","账户服务","安全验证","盾卡管理","短文本","简单","short","盾卡管理",0.81
1254,"请问密码重置怎么操作","账户服务","密码管理","密码重置","短文本","简单","short","密码重置, 密码",0.96
1255,"我的风险评估结果是稳健型，请问可以买哪些理财产品？能不能买R3风险等级的产品","投资理财","资产配置","风险评估","中等文本","简单","medium","风险评估, 风险, 理财",0.89
1256,"我对交通罚款很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","支付缴费","交通罚款","中等文本","简单","medium","交通罚款, 办理, 流程",0.85
1257,"请问历史收益查询怎么操作","产品咨询","收益计算","历史收益查询","短文本","简单","short","历史收益查询, 收益, 查询",0.86
1258,"请问货币基金和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","基金投资","货币基金","中等文本","中等","medium","货币基金, 基金",0.87
1259,"请问财产保险和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","保险规划","财产保险","中等文本","中等","medium","财产保险, 保险",0.95
